Pa10R	1	1	1	1
Pa15L	1	1	1	1
Pa09L	1	1	1	1
Pa06R	1	1	1	1
Pa05R	1	1	1	1
Pa07R	1	1	1	1
Pa02L	1	1	1	1
Pa14R	1	1	1	1
Pa03R	1	1	1	1
Pa13R	2	1	1	1
Pa04L	2	1	1	1
Pa08R	2	1	1	1
Pa12R	3	1	1	1
Pa10L	4	1	1	1
Pa01L	5	1	1	1
Pa09Lp	6	6	1	1
Pa03Rp	6	6	1	1
Pa12Rp	6	6	1	1
Pa14Rp3	6	6	1	1
Pa02Lp2	7	7	1	1
Pa05Rp	8	7	1	1
Pa06Rp	9	9	1	1
Pa10Lp	9	9	1	1
Pa14Rp4	10	10	1	1
Pa14Rp1	11	10	1	1
Pa07L	12	12	1	1
Pa14Rp2	13	12	1	1
Pa02Lp1	14	14	1	1
Pa13Rp	14	14	1	1
Pa16L	15	15	1	1
Pa10Rp	16	16	1	1
Pa15Lp	17	17	1	1
Pa07Rp	18	18	1	1
Ka1R	19	19	19	1
Ka5R	19	19	19	1
Ka3L	19	19	19	1
Pa16R	20	20	20	1
Pa14L	20	20	20	1
Pa03L	20	20	20	1
Pa06L	21	21	21	1
Pa11L	21	21	21	1
An15R	22	22	22	1
Ka1L	23	23	23	23
Ka2R	23	23	23	23
Ka3R	23	23	23	23
Ka1Lp	24	24	23	23
Ka4L	25	24	23	23
Ka2Rp1	26	26	23	23
Ka2Rp2	27	26	23	23
Ka6L	28	28	28	23
Ka6R	28	28	28	23
Ka5L	29	29	29	23
An02R	30	30	30	30
An08R	30	30	30	30
An13R	30	30	30	30
An08Rp	31	30	30	30
An13Rp	32	32	30	30
An05L	33	33	33	30
An06R	34	34	34	30
Pa01R	35	35	35	35
Pa04R	35	35	35	35
Pa12L	36	36	36	35
Pa02R	37	37	36	35
Pa13L	38	38	38	35
Pa15R	39	39	39	35
An18R	40	40	40	40
An04R	40	40	40	40
An18Rp	41	41	40	40
An04Rp	42	42	40	40
An03R	43	43	43	40
Ph2R	44	44	44	44
Ph3L	44	44	44	44
Ph2Rp	45	45	45	44
An13L	46	46	46	46
An11R	47	47	47	46
An09R	48	48	48	48
An17R	49	49	49	48
An20R	50	50	50	50
An20L	50	50	50	50
An10L	51	51	51	51
An16R	52	52	52	51
An08L	53	53	53	53
An12L	54	54	54	53
An19R	55	55	55	55
Ka4R	56	56	56	55
Ka2L	57	57	57	57
Ka2Lp	58	58	57	57
An09L	59	59	59	59
An07R	60	60	60	60
An07L	61	61	61	61
An06L	62	62	62	62
An04L	63	63	63	63
An05R	64	64	64	64
An02L	65	65	65	65
An03L	66	66	66	66
An01R	67	67	67	67
An01L	68	68	68	68
An12R	69	69	69	69
An15L	70	70	70	70
An14R	71	71	71	71
An14L	72	72	72	72
An11L	73	73	73	73
An10R	74	74	74	74
An18L	75	75	75	75
An19L	76	76	76	76
An16L	77	77	77	77
An17L	78	78	78	78
Pa08L	79	79	79	79
An02Rp	80	80	80	80
An10Rp	81	81	81	81
Pa05L	82	82	82	82
Pa04Rp	83	83	83	83
Pa11R	84	84	84	84
Pa09R	85	85	85	85
Ph1L	86	86	86	86
Ph2L	87	87	87	87
Ph1R	88	88	88	88
Ph3Lp	89	89	89	89
Ph3R	90	90	90	90
